"","Key","Anno","Mese","P1","P2","Total"
"411","Zona_3-Area_5-Sottoarea_31",2015,3,148,95,243
"412","Zona_3-Area_5-Sottoarea_31",2015,4,131,60,191
"413","Zona_3-Area_5-Sottoarea_31",2015,5,130,65,195
"414","Zona_3-Area_5-Sottoarea_31",2015,6,160,56,216
"415","Zona_3-Area_5-Sottoarea_31",2015,7,136,52,188
"416","Zona_3-Area_5-Sottoarea_31",2015,8,105,42,147
"417","Zona_3-Area_5-Sottoarea_31",2015,9,192,47,239
"418","Zona_3-Area_5-Sottoarea_31",2015,10,210,59,269
"419","Zona_3-Area_5-Sottoarea_31",2015,11,191,54,245
"420","Zona_3-Area_5-Sottoarea_31",2015,12,167,43,210
"421","Zona_3-Area_5-Sottoarea_31",2016,1,195,43,238
"422","Zona_3-Area_5-Sottoarea_31",2016,2,205,65,270
"423","Zona_3-Area_5-Sottoarea_31",2016,3,236,72,308
"424","Zona_3-Area_5-Sottoarea_31",2016,4,198,59,257
"425","Zona_3-Area_5-Sottoarea_31",2016,5,111,38,149
"426","Zona_3-Area_5-Sottoarea_31",2016,6,0,0,0
"427","Zona_3-Area_5-Sottoarea_31",2016,7,0,0,0
"428","Zona_3-Area_5-Sottoarea_31",2016,8,0,0,0
"429","Zona_3-Area_5-Sottoarea_31",2016,9,0,0,0
"430","Zona_3-Area_5-Sottoarea_31",2016,10,0,0,0
"431","Zona_3-Area_5-Sottoarea_31",2016,11,0,0,0
"432","Zona_3-Area_5-Sottoarea_31",2016,12,0,0,0
"433","Zona_3-Area_5-Sottoarea_32",2014,1,3,0,3
"434","Zona_3-Area_5-Sottoarea_32",2014,2,1,0,1
"435","Zona_3-Area_5-Sottoarea_32",2014,3,2,0,2
"436","Zona_3-Area_5-Sottoarea_32",2014,4,3,1,4
"437","Zona_3-Area_5-Sottoarea_32",2014,5,2,1,3
"438","Zona_3-Area_5-Sottoarea_32",2014,6,4,2,6
"439","Zona_3-Area_5-Sottoarea_32",2014,7,3,0,3
"440","Zona_3-Area_5-Sottoarea_32",2014,8,2,0,2
"441","Zona_3-Area_5-Sottoarea_32",2014,9,5,0,5
"442","Zona_3-Area_5-Sottoarea_32",2014,10,7,0,7
"443","Zona_3-Area_5-Sottoarea_32",2014,11,4,2,6
"444","Zona_3-Area_5-Sottoarea_32",2014,12,3,0,3
"445","Zona_3-Area_5-Sottoarea_32",2015,1,5,0,5
"446","Zona_3-Area_5-Sottoarea_32",2015,2,9,1,10
"447","Zona_3-Area_5-Sottoarea_32",2015,3,13,1,14
"448","Zona_3-Area_5-Sottoarea_32",2015,4,8,0,8
"449","Zona_3-Area_5-Sottoarea_32",2015,5,8,1,9
"450","Zona_3-Area_5-Sottoarea_32",2015,6,10,1,11
"451","Zona_3-Area_5-Sottoarea_32",2015,7,7,0,7
"452","Zona_3-Area_5-Sottoarea_32",2015,8,0,0,0
"453","Zona_3-Area_5-Sottoarea_32",2015,9,2,0,2
"454","Zona_3-Area_5-Sottoarea_32",2015,10,5,0,5
"455","Zona_3-Area_5-Sottoarea_32",2015,11,8,0,8
"456","Zona_3-Area_5-Sottoarea_32",2015,12,4,0,4
"457","Zona_3-Area_5-Sottoarea_32",2016,1,4,0,4
"458","Zona_3-Area_5-Sottoarea_32",2016,2,13,1,14
"459","Zona_3-Area_5-Sottoarea_32",2016,3,13,0,13
"460","Zona_3-Area_5-Sottoarea_32",2016,4,14,0,14
"461","Zona_3-Area_5-Sottoarea_32",2016,5,6,0,6
"462","Zona_3-Area_5-Sottoarea_32",2016,6,0,0,0
"463","Zona_3-Area_5-Sottoarea_32",2016,7,0,0,0
"464","Zona_3-Area_5-Sottoarea_32",2016,8,0,0,0
"465","Zona_3-Area_5-Sottoarea_32",2016,9,0,0,0
"466","Zona_3-Area_5-Sottoarea_32",2016,10,0,0,0
"467","Zona_3-Area_5-Sottoarea_32",2016,11,0,0,0
"468","Zona_3-Area_5-Sottoarea_32",2016,12,0,0,0
"469","Zona_3-Area_6-Sottoarea_33",2014,1,30,16,46
"470","Zona_3-Area_6-Sottoarea_33",2014,2,36,16,52
"471","Zona_3-Area_6-Sottoarea_33",2014,3,30,15,45
"472","Zona_3-Area_6-Sottoarea_33",2014,4,33,13,46
"473","Zona_3-Area_6-Sottoarea_33",2014,5,43,11,54
"474","Zona_3-Area_6-Sottoarea_33",2014,6,48,14,62
"475","Zona_3-Area_6-Sottoarea_33",2014,7,39,13,52
"476","Zona_3-Area_6-Sottoarea_33",2014,8,23,6,29
"477","Zona_3-Area_6-Sottoarea_33",2014,9,37,6,43
"478","Zona_3-Area_6-Sottoarea_33",2014,10,48,17,65
"479","Zona_3-Area_6-Sottoarea_33",2014,11,43,8,51
"480","Zona_3-Area_6-Sottoarea_33",2014,12,40,12,52
"481","Zona_3-Area_6-Sottoarea_33",2015,1,32,8,40
"482","Zona_3-Area_6-Sottoarea_33",2015,2,41,18,59
"483","Zona_3-Area_6-Sottoarea_33",2015,3,48,18,66
"484","Zona_3-Area_6-Sottoarea_33",2015,4,48,17,65
"485","Zona_3-Area_6-Sottoarea_33",2015,5,42,13,55
"486","Zona_3-Area_6-Sottoarea_33",2015,6,51,11,62
"487","Zona_3-Area_6-Sottoarea_33",2015,7,41,6,47
"488","Zona_3-Area_6-Sottoarea_33",2015,8,22,1,23
"489","Zona_3-Area_6-Sottoarea_33",2015,9,41,11,52
"490","Zona_3-Area_6-Sottoarea_33",2015,10,45,15,60
"491","Zona_3-Area_6-Sottoarea_33",2015,11,39,9,48
"492","Zona_3-Area_6-Sottoarea_33",2015,12,40,8,48
"493","Zona_3-Area_6-Sottoarea_33",2016,1,33,11,44
"494","Zona_3-Area_6-Sottoarea_33",2016,2,49,11,60
"495","Zona_3-Area_6-Sottoarea_33",2016,3,54,17,71
"496","Zona_3-Area_6-Sottoarea_33",2016,4,48,9,57
"497","Zona_3-Area_6-Sottoarea_33",2016,5,22,5,27
"498","Zona_3-Area_6-Sottoarea_33",2016,6,0,0,0
"499","Zona_3-Area_6-Sottoarea_33",2016,7,0,0,0
"500","Zona_3-Area_6-Sottoarea_33",2016,8,0,0,0
"501","Zona_3-Area_6-Sottoarea_33",2016,9,0,0,0
"502","Zona_3-Area_6-Sottoarea_33",2016,10,0,0,0
"503","Zona_3-Area_6-Sottoarea_33",2016,11,0,0,0
"504","Zona_3-Area_6-Sottoarea_33",2016,12,0,0,0
"505","Zona_3-Area_6-Sottoarea_34",2014,1,47,20,67
"506","Zona_3-Area_6-Sottoarea_34",2014,2,47,17,64
"507","Zona_3-Area_6-Sottoarea_34",2014,3,40,15,55
"508","Zona_3-Area_6-Sottoarea_34",2014,4,43,17,60
"509","Zona_3-Area_6-Sottoarea_34",2014,5,36,11,47
"510","Zona_3-Area_6-Sottoarea_34",2014,6,59,26,85
"511","Zona_3-Area_6-Sottoarea_34",2014,7,48,13,61
"512","Zona_3-Area_6-Sottoarea_34",2014,8,34,11,45
"513","Zona_3-Area_6-Sottoarea_34",2014,9,40,13,53
"514","Zona_3-Area_6-Sottoarea_34",2014,10,53,22,75
"515","Zona_3-Area_6-Sottoarea_34",2014,11,45,15,60
"516","Zona_3-Area_6-Sottoarea_34",2014,12,43,25,68
"517","Zona_3-Area_6-Sottoarea_34",2015,1,45,20,65
"518","Zona_3-Area_6-Sottoarea_34",2015,2,51,23,74
"519","Zona_3-Area_6-Sottoarea_34",2015,3,64,45,109
"520","Zona_3-Area_6-Sottoarea_34",2015,4,57,24,81
"521","Zona_3-Area_6-Sottoarea_34",2015,5,52,28,80
"522","Zona_3-Area_6-Sottoarea_34",2015,6,63,23,86
"523","Zona_3-Area_6-Sottoarea_34",2015,7,81,25,106
"524","Zona_3-Area_6-Sottoarea_34",2015,8,39,15,54
"525","Zona_3-Area_6-Sottoarea_34",2015,9,65,18,83
"526","Zona_3-Area_6-Sottoarea_34",2015,10,69,26,95
"527","Zona_3-Area_6-Sottoarea_34",2015,11,76,22,98
"528","Zona_3-Area_6-Sottoarea_34",2015,12,64,16,80
"529","Zona_3-Area_6-Sottoarea_34",2016,1,73,14,87
"530","Zona_3-Area_6-Sottoarea_34",2016,2,85,25,110
"531","Zona_3-Area_6-Sottoarea_34",2016,3,101,25,126
"532","Zona_3-Area_6-Sottoarea_34",2016,4,89,25,114
"533","Zona_3-Area_6-Sottoarea_34",2016,5,44,20,64
"534","Zona_3-Area_6-Sottoarea_34",2016,6,0,0,0
"535","Zona_3-Area_6-Sottoarea_34",2016,7,0,0,0
"536","Zona_3-Area_6-Sottoarea_34",2016,8,0,0,0
"537","Zona_3-Area_6-Sottoarea_34",2016,9,0,0,0
"538","Zona_3-Area_6-Sottoarea_34",2016,10,0,0,0
"539","Zona_3-Area_6-Sottoarea_34",2016,11,0,0,0
"540","Zona_3-Area_6-Sottoarea_34",2016,12,0,0,0
"541","Zona_3-Area_6-Sottoarea_35",2014,1,115,56,171
"542","Zona_3-Area_6-Sottoarea_35",2014,2,117,55,172
"543","Zona_3-Area_6-Sottoarea_35",2014,3,93,49,142
"544","Zona_3-Area_6-Sottoarea_35",2014,4,95,46,141
"545","Zona_3-Area_6-Sottoarea_35",2014,5,88,38,126
"546","Zona_3-Area_6-Sottoarea_35",2014,6,148,80,228
"547","Zona_3-Area_6-Sottoarea_35",2014,7,123,53,176
"548","Zona_3-Area_6-Sottoarea_35",2014,8,90,45,135
"549","Zona_3-Area_6-Sottoarea_35",2014,9,120,40,160
"550","Zona_3-Area_6-Sottoarea_35",2014,10,157,61,218
"551","Zona_3-Area_6-Sottoarea_35",2014,11,139,64,203
"552","Zona_3-Area_6-Sottoarea_35",2014,12,125,68,193
"553","Zona_3-Area_6-Sottoarea_35",2015,1,133,53,186
"554","Zona_3-Area_6-Sottoarea_35",2015,2,132,74,206
"555","Zona_3-Area_6-Sottoarea_35",2015,3,146,101,247
"556","Zona_3-Area_6-Sottoarea_35",2015,4,132,67,199
"557","Zona_3-Area_6-Sottoarea_35",2015,5,121,86,207
"558","Zona_3-Area_6-Sottoarea_35",2015,6,138,62,200
"559","Zona_3-Area_6-Sottoarea_35",2015,7,138,58,196
"560","Zona_3-Area_6-Sottoarea_35",2015,8,109,49,158
"561","Zona_3-Area_6-Sottoarea_35",2015,9,167,52,219
"562","Zona_3-Area_6-Sottoarea_35",2015,10,194,72,266
"563","Zona_3-Area_6-Sottoarea_35",2015,11,190,53,243
"564","Zona_3-Area_6-Sottoarea_35",2015,12,159,42,201
"565","Zona_3-Area_6-Sottoarea_35",2016,1,171,51,222
"566","Zona_3-Area_6-Sottoarea_35",2016,2,199,74,273
"567","Zona_3-Area_6-Sottoarea_35",2016,3,228,72,300
"568","Zona_3-Area_6-Sottoarea_35",2016,4,196,60,256
"569","Zona_3-Area_6-Sottoarea_35",2016,5,105,44,149
"570","Zona_3-Area_6-Sottoarea_35",2016,6,0,0,0
"571","Zona_3-Area_6-Sottoarea_35",2016,7,0,0,0
"572","Zona_3-Area_6-Sottoarea_35",2016,8,0,0,0
"573","Zona_3-Area_6-Sottoarea_35",2016,9,0,0,0
"574","Zona_3-Area_6-Sottoarea_35",2016,10,0,0,0
"575","Zona_3-Area_6-Sottoarea_35",2016,11,0,0,0
"576","Zona_3-Area_6-Sottoarea_35",2016,12,0,0,0
"577","Zona_4-Area_7-Sottoarea_36",2014,1,94,72,166
"578","Zona_4-Area_7-Sottoarea_36",2014,2,101,68,169
"579","Zona_4-Area_7-Sottoarea_36",2014,3,82,66,148
"580","Zona_4-Area_7-Sottoarea_36",2014,4,78,68,146
"581","Zona_4-Area_7-Sottoarea_36",2014,5,80,50,130
"582","Zona_4-Area_7-Sottoarea_36",2014,6,113,86,199
"583","Zona_4-Area_7-Sottoarea_36",2014,7,94,74,168
"584","Zona_4-Area_7-Sottoarea_36",2014,8,78,54,132
"585","Zona_4-Area_7-Sottoarea_36",2014,9,93,50,143
"586","Zona_4-Area_7-Sottoarea_36",2014,10,108,76,184
"587","Zona_4-Area_7-Sottoarea_36",2014,11,89,68,157
"588","Zona_4-Area_7-Sottoarea_36",2014,12,84,68,152
"589","Zona_4-Area_7-Sottoarea_36",2015,1,91,62,153
"590","Zona_4-Area_7-Sottoarea_36",2015,2,98,77,175
"591","Zona_4-Area_7-Sottoarea_36",2015,3,114,87,201
"592","Zona_4-Area_7-Sottoarea_36",2015,4,106,69,175
"593","Zona_4-Area_7-Sottoarea_36",2015,5,95,70,165
"594","Zona_4-Area_7-Sottoarea_36",2015,6,122,53,175
"595","Zona_4-Area_7-Sottoarea_36",2015,7,117,55,172
"596","Zona_4-Area_7-Sottoarea_36",2015,8,79,40,119
"597","Zona_4-Area_7-Sottoarea_36",2015,9,136,51,187
"598","Zona_4-Area_7-Sottoarea_36",2015,10,140,70,210
"599","Zona_4-Area_7-Sottoarea_36",2015,11,140,62,202
"600","Zona_4-Area_7-Sottoarea_36",2015,12,114,54,168
"601","Zona_4-Area_7-Sottoarea_36",2016,1,110,53,163
"602","Zona_4-Area_7-Sottoarea_36",2016,2,141,68,209
"603","Zona_4-Area_7-Sottoarea_36",2016,3,147,78,225
"604","Zona_4-Area_7-Sottoarea_36",2016,4,134,72,206
"605","Zona_4-Area_7-Sottoarea_36",2016,5,80,46,126
"606","Zona_4-Area_7-Sottoarea_36",2016,6,0,0,0
"607","Zona_4-Area_7-Sottoarea_36",2016,7,0,0,0
"608","Zona_4-Area_7-Sottoarea_36",2016,8,0,0,0
"609","Zona_4-Area_7-Sottoarea_36",2016,9,0,0,0
"610","Zona_4-Area_7-Sottoarea_36",2016,10,0,0,0
"611","Zona_4-Area_7-Sottoarea_36",2016,11,0,0,0
"612","Zona_4-Area_7-Sottoarea_36",2016,12,0,0,0
"613","Zona_4-Area_7-Sottoarea_37",2014,1,262,153,415
"614","Zona_4-Area_7-Sottoarea_37",2014,2,263,174,437
"615","Zona_4-Area_7-Sottoarea_37",2014,3,210,135,345
"616","Zona_4-Area_7-Sottoarea_37",2014,4,205,124,329
"617","Zona_4-Area_7-Sottoarea_37",2014,5,184,116,300
"618","Zona_4-Area_7-Sottoarea_37",2014,6,260,181,441
"619","Zona_4-Area_7-Sottoarea_37",2014,7,238,149,387
"620","Zona_4-Area_7-Sottoarea_37",2014,8,166,106,272
"621","Zona_4-Area_7-Sottoarea_37",2014,9,238,109,347
"622","Zona_4-Area_7-Sottoarea_37",2014,10,262,163,425
"623","Zona_4-Area_7-Sottoarea_37",2014,11,248,157,405
"624","Zona_4-Area_7-Sottoarea_37",2014,12,246,144,390
"625","Zona_4-Area_7-Sottoarea_37",2015,1,261,136,397
"626","Zona_4-Area_7-Sottoarea_37",2015,2,276,167,443
"627","Zona_4-Area_7-Sottoarea_37",2015,3,289,192,481
"628","Zona_4-Area_7-Sottoarea_37",2015,4,287,180,467
"629","Zona_4-Area_7-Sottoarea_37",2015,5,248,171,419
"630","Zona_4-Area_7-Sottoarea_37",2015,6,304,138,442
"631","Zona_4-Area_7-Sottoarea_37",2015,7,282,135,417
"632","Zona_4-Area_7-Sottoarea_37",2015,8,215,111,326
"633","Zona_4-Area_7-Sottoarea_37",2015,9,342,141,483
"634","Zona_4-Area_7-Sottoarea_37",2015,10,343,166,509
"635","Zona_4-Area_7-Sottoarea_37",2015,11,349,138,487
"636","Zona_4-Area_7-Sottoarea_37",2015,12,306,111,417
"637","Zona_4-Area_7-Sottoarea_37",2016,1,283,123,406
"638","Zona_4-Area_7-Sottoarea_37",2016,2,350,159,509
"639","Zona_4-Area_7-Sottoarea_37",2016,3,367,202,569
"640","Zona_4-Area_7-Sottoarea_37",2016,4,339,185,524
"641","Zona_4-Area_7-Sottoarea_37",2016,5,207,112,319
"642","Zona_4-Area_7-Sottoarea_37",2016,6,0,0,0
"643","Zona_4-Area_7-Sottoarea_37",2016,7,0,0,0
"644","Zona_4-Area_7-Sottoarea_37",2016,8,0,0,0
"645","Zona_4-Area_7-Sottoarea_37",2016,9,0,0,0
"646","Zona_4-Area_7-Sottoarea_37",2016,10,0,0,0
"647","Zona_4-Area_7-Sottoarea_37",2016,11,0,0,0
"648","Zona_4-Area_7-Sottoarea_37",2016,12,0,0,0
"649","Zona_4-Area_8-Sottoarea_38",2014,1,54,27,81
"650","Zona_4-Area_8-Sottoarea_38",2014,2,59,28,87
"651","Zona_4-Area_8-Sottoarea_38",2014,3,43,26,69
"652","Zona_4-Area_8-Sottoarea_38",2014,4,44,25,69
"653","Zona_4-Area_8-Sottoarea_38",2014,5,45,19,64
"654","Zona_4-Area_8-Sottoarea_38",2014,6,61,38,99
"655","Zona_4-Area_8-Sottoarea_38",2014,7,45,28,73
"656","Zona_4-Area_8-Sottoarea_38",2014,8,36,22,58
"657","Zona_4-Area_8-Sottoarea_38",2014,9,52,25,77
"658","Zona_4-Area_8-Sottoarea_38",2014,10,59,31,90
"659","Zona_4-Area_8-Sottoarea_38",2014,11,52,28,80
"660","Zona_4-Area_8-Sottoarea_38",2014,12,42,27,69
"661","Zona_4-Area_8-Sottoarea_38",2015,1,45,25,70
"662","Zona_4-Area_8-Sottoarea_38",2015,2,54,33,87
"663","Zona_4-Area_8-Sottoarea_38",2015,3,59,44,103
"664","Zona_4-Area_8-Sottoarea_38",2015,4,65,60,125
"665","Zona_4-Area_8-Sottoarea_38",2015,5,50,42,92
"666","Zona_4-Area_8-Sottoarea_38",2015,6,59,26,85
"667","Zona_4-Area_8-Sottoarea_38",2015,7,59,29,88
"668","Zona_4-Area_8-Sottoarea_38",2015,8,42,23,65
"669","Zona_4-Area_8-Sottoarea_38",2015,9,64,32,96
"670","Zona_4-Area_8-Sottoarea_38",2015,10,64,35,99
"671","Zona_4-Area_8-Sottoarea_38",2015,11,68,29,97
"672","Zona_4-Area_8-Sottoarea_38",2015,12,72,29,101
"673","Zona_4-Area_8-Sottoarea_38",2016,1,79,31,110
"674","Zona_4-Area_8-Sottoarea_38",2016,2,101,32,133
"675","Zona_4-Area_8-Sottoarea_38",2016,3,100,41,141
"676","Zona_4-Area_8-Sottoarea_38",2016,4,84,32,116
"677","Zona_4-Area_8-Sottoarea_38",2016,5,49,19,68
"678","Zona_4-Area_8-Sottoarea_38",2016,6,0,0,0
"679","Zona_4-Area_8-Sottoarea_38",2016,7,0,0,0
"680","Zona_4-Area_8-Sottoarea_38",2016,8,0,0,0
"681","Zona_4-Area_8-Sottoarea_38",2016,9,0,0,0
"682","Zona_4-Area_8-Sottoarea_38",2016,10,0,0,0
"683","Zona_4-Area_8-Sottoarea_38",2016,11,0,0,0
"684","Zona_4-Area_8-Sottoarea_38",2016,12,0,0,0
"685","Zona_4-Area_8-Sottoarea_39",2014,1,86,55,141
"686","Zona_4-Area_8-Sottoarea_39",2014,2,102,62,164
"687","Zona_4-Area_8-Sottoarea_39",2014,3,75,47,122
"688","Zona_4-Area_8-Sottoarea_39",2014,4,79,54,133
"689","Zona_4-Area_8-Sottoarea_39",2014,5,80,45,125
"690","Zona_4-Area_8-Sottoarea_39",2014,6,109,65,174
"691","Zona_4-Area_8-Sottoarea_39",2014,7,92,53,145
"692","Zona_4-Area_8-Sottoarea_39",2014,8,88,51,139
"693","Zona_4-Area_8-Sottoarea_39",2014,9,114,47,161
"694","Zona_4-Area_8-Sottoarea_39",2014,10,141,66,207
"695","Zona_4-Area_8-Sottoarea_39",2014,11,119,56,175
"696","Zona_4-Area_8-Sottoarea_39",2014,12,110,62,172
"697","Zona_4-Area_8-Sottoarea_39",2015,1,106,49,155
"698","Zona_4-Area_8-Sottoarea_39",2015,2,130,71,201
"699","Zona_4-Area_8-Sottoarea_39",2015,3,125,70,195
"700","Zona_4-Area_8-Sottoarea_39",2015,4,121,64,185
"701","Zona_4-Area_8-Sottoarea_39",2015,5,107,67,174
"702","Zona_4-Area_8-Sottoarea_39",2015,6,134,76,210
"703","Zona_4-Area_8-Sottoarea_39",2015,7,132,78,210
"704","Zona_4-Area_8-Sottoarea_39",2015,8,90,45,135
"705","Zona_4-Area_8-Sottoarea_39",2015,9,154,60,214
"706","Zona_4-Area_8-Sottoarea_39",2015,10,155,65,220
"707","Zona_4-Area_8-Sottoarea_39",2015,11,157,59,216
"708","Zona_4-Area_8-Sottoarea_39",2015,12,138,54,192
"709","Zona_4-Area_8-Sottoarea_39",2016,1,143,53,196
"710","Zona_4-Area_8-Sottoarea_39",2016,2,174,85,259
"711","Zona_4-Area_8-Sottoarea_39",2016,3,170,110,280
"712","Zona_4-Area_8-Sottoarea_39",2016,4,159,69,228
"713","Zona_4-Area_8-Sottoarea_39",2016,5,92,43,135
"714","Zona_4-Area_8-Sottoarea_39",2016,6,0,0,0
"715","Zona_4-Area_8-Sottoarea_39",2016,7,0,0,0
"716","Zona_4-Area_8-Sottoarea_39",2016,8,0,0,0
"717","Zona_4-Area_8-Sottoarea_39",2016,9,0,0,0
"718","Zona_4-Area_8-Sottoarea_39",2016,10,0,0,0
"719","Zona_4-Area_8-Sottoarea_39",2016,11,0,0,0
"720","Zona_4-Area_8-Sottoarea_39",2016,12,0,0,0
"721","Zona_4-Area_8-Sottoarea_40",2014,1,129,75,204
"722","Zona_4-Area_8-Sottoarea_40",2014,2,132,79,211
"723","Zona_4-Area_8-Sottoarea_40",2014,3,97,68,165
"724","Zona_4-Area_8-Sottoarea_40",2014,4,122,80,202
"725","Zona_4-Area_8-Sottoarea_40",2014,5,123,73,196
"726","Zona_4-Area_8-Sottoarea_40",2014,6,125,72,197
"727","Zona_4-Area_8-Sottoarea_40",2014,7,133,73,206
"728","Zona_4-Area_8-Sottoarea_40",2014,8,98,64,162
"729","Zona_4-Area_8-Sottoarea_40",2014,9,133,61,194
"730","Zona_4-Area_8-Sottoarea_40",2014,10,155,92,247
"731","Zona_4-Area_8-Sottoarea_40",2014,11,147,88,235
"732","Zona_4-Area_8-Sottoarea_40",2014,12,128,93,221
"733","Zona_4-Area_8-Sottoarea_40",2015,1,126,67,193
"734","Zona_4-Area_8-Sottoarea_40",2015,2,144,100,244
"735","Zona_4-Area_8-Sottoarea_40",2015,3,161,118,279
"736","Zona_4-Area_8-Sottoarea_40",2015,4,148,101,249
"737","Zona_4-Area_8-Sottoarea_40",2015,5,146,99,245
"738","Zona_4-Area_8-Sottoarea_40",2015,6,166,83,249
"739","Zona_4-Area_8-Sottoarea_40",2015,7,163,86,249
"740","Zona_4-Area_8-Sottoarea_40",2015,8,119,61,180
"741","Zona_4-Area_8-Sottoarea_40",2015,9,171,89,260
"742","Zona_4-Area_8-Sottoarea_40",2015,10,186,117,303
"743","Zona_4-Area_8-Sottoarea_40",2015,11,179,100,279
"744","Zona_4-Area_8-Sottoarea_40",2015,12,165,122,287
"745","Zona_4-Area_8-Sottoarea_40",2016,1,164,89,253
"746","Zona_4-Area_8-Sottoarea_40",2016,2,199,106,305
"747","Zona_4-Area_8-Sottoarea_40",2016,3,213,125,338
"748","Zona_4-Area_8-Sottoarea_40",2016,4,194,103,297
"749","Zona_4-Area_8-Sottoarea_40",2016,5,118,67,185
"750","Zona_4-Area_8-Sottoarea_40",2016,6,0,0,0
"751","Zona_4-Area_8-Sottoarea_40",2016,7,0,0,0
"752","Zona_4-Area_8-Sottoarea_40",2016,8,0,0,0
"753","Zona_4-Area_8-Sottoarea_40",2016,9,0,0,0
"754","Zona_4-Area_8-Sottoarea_40",2016,10,0,0,0
"755","Zona_4-Area_8-Sottoarea_40",2016,11,0,0,0
"756","Zona_4-Area_8-Sottoarea_40",2016,12,0,0,0
"757","Zona_5-Area_9-Sottoarea_80",2014,1,96,42,138
"758","Zona_5-Area_9-Sottoarea_80",2014,2,91,40,131
"759","Zona_5-Area_9-Sottoarea_80",2014,3,81,36,117
"760","Zona_5-Area_9-Sottoarea_80",2014,4,98,38,136
"761","Zona_5-Area_9-Sottoarea_80",2014,5,90,50,140
"762","Zona_5-Area_9-Sottoarea_80",2014,6,90,44,134
"763","Zona_5-Area_9-Sottoarea_80",2014,7,105,47,152
"764","Zona_5-Area_9-Sottoarea_80",2014,8,85,33,118
"765","Zona_5-Area_9-Sottoarea_80",2014,9,111,26,137
"766","Zona_5-Area_9-Sottoarea_80",2014,10,123,42,165
"767","Zona_5-Area_9-Sottoarea_80",2014,11,105,37,142
"768","Zona_5-Area_9-Sottoarea_80",2014,12,93,48,141
"769","Zona_5-Area_9-Sottoarea_80",2015,1,120,33,153
"770","Zona_5-Area_9-Sottoarea_80",2015,2,112,45,157
"771","Zona_5-Area_9-Sottoarea_80",2015,3,119,77,196
"772","Zona_5-Area_9-Sottoarea_80",2015,4,110,69,179
"773","Zona_5-Area_9-Sottoarea_80",2015,5,117,51,168
"774","Zona_5-Area_9-Sottoarea_80",2015,6,121,71,192
"775","Zona_5-Area_9-Sottoarea_80",2015,7,109,55,164
"776","Zona_5-Area_9-Sottoarea_80",2015,8,85,32,117
"777","Zona_5-Area_9-Sottoarea_80",2015,9,114,55,169
"778","Zona_5-Area_9-Sottoarea_80",2015,10,118,53,171
"779","Zona_5-Area_9-Sottoarea_80",2015,11,126,40,166
"780","Zona_5-Area_9-Sottoarea_80",2015,12,116,38,154
"781","Zona_5-Area_9-Sottoarea_80",2016,1,128,36,164
"782","Zona_5-Area_9-Sottoarea_80",2016,2,156,50,206
"783","Zona_5-Area_9-Sottoarea_80",2016,3,159,68,227
"784","Zona_5-Area_9-Sottoarea_80",2016,4,146,47,193
"785","Zona_5-Area_9-Sottoarea_80",2016,5,87,34,121
"786","Zona_5-Area_9-Sottoarea_80",2016,6,0,0,0
"787","Zona_5-Area_9-Sottoarea_80",2016,7,0,0,0
"788","Zona_5-Area_9-Sottoarea_80",2016,8,0,0,0
"789","Zona_5-Area_9-Sottoarea_80",2016,9,0,0,0
"790","Zona_5-Area_9-Sottoarea_80",2016,10,0,0,0
"791","Zona_5-Area_9-Sottoarea_80",2016,11,0,0,0
"792","Zona_5-Area_9-Sottoarea_80",2016,12,0,0,0
"793","Zona_5-Area_9-Sottoarea_81",2014,1,75,30,105
"794","Zona_5-Area_9-Sottoarea_81",2014,2,76,37,113
"795","Zona_5-Area_9-Sottoarea_81",2014,3,60,28,88
"796","Zona_5-Area_9-Sottoarea_81",2014,4,76,34,110
"797","Zona_5-Area_9-Sottoarea_81",2014,5,72,32,104
"798","Zona_5-Area_9-Sottoarea_81",2014,6,67,32,99
"799","Zona_5-Area_9-Sottoarea_81",2014,7,79,50,129
"800","Zona_5-Area_9-Sottoarea_81",2014,8,74,23,97
"801","Zona_5-Area_9-Sottoarea_81",2014,9,101,18,119
"802","Zona_5-Area_9-Sottoarea_81",2014,10,125,34,159
"803","Zona_5-Area_9-Sottoarea_81",2014,11,123,37,160
"804","Zona_5-Area_9-Sottoarea_81",2014,12,78,53,131
"805","Zona_5-Area_9-Sottoarea_81",2015,1,96,41,137
"806","Zona_5-Area_9-Sottoarea_81",2015,2,90,49,139
"807","Zona_5-Area_9-Sottoarea_81",2015,3,99,56,155
"808","Zona_5-Area_9-Sottoarea_81",2015,4,98,47,145
"809","Zona_5-Area_9-Sottoarea_81",2015,5,90,34,124
"810","Zona_5-Area_9-Sottoarea_81",2015,6,88,41,129
"811","Zona_5-Area_9-Sottoarea_81",2015,7,84,38,122
"812","Zona_5-Area_9-Sottoarea_81",2015,8,70,28,98
"813","Zona_5-Area_9-Sottoarea_81",2015,9,93,32,125
"814","Zona_5-Area_9-Sottoarea_81",2015,10,105,39,144
"815","Zona_5-Area_9-Sottoarea_81",2015,11,100,28,128
"816","Zona_5-Area_9-Sottoarea_81",2015,12,92,31,123
"817","Zona_5-Area_9-Sottoarea_81",2016,1,105,38,143
"818","Zona_5-Area_9-Sottoarea_81",2016,2,112,45,157
"819","Zona_5-Area_9-Sottoarea_81",2016,3,111,57,168
"820","Zona_5-Area_9-Sottoarea_81",2016,4,106,40,146
"821","Zona_5-Area_9-Sottoarea_81",2016,5,67,27,94
