"","Zona","Area","Sottoarea","Categoria_prodotto","Data","Vendite","Key","GiornoDelMese","GiorniDellaSettimana","GiornoDellAnno","Mese","Anno"
"138751","Zona_21","Area_59","Sottoarea_122","Prodotto_2","2015-02-25",1,"Zona_21-Area_59-Sottoarea_122",25,4,56,2,2015
"59525","Zona_15","Area_40","Sottoarea_88","Prodotto_1","2014-12-31",8,"Zona_15-Area_40-Sottoarea_88",31,4,365,12,2014
"207713","Zona_5","Area_10","Sottoarea_97","Prodotto_1","2015-10-15",5,"Zona_5-Area_10-Sottoarea_97",15,5,288,10,2015
"77953","Zona_17","Area_45","Sottoarea_14","Prodotto_2","2015-06-07",0,"Zona_17-Area_45-Sottoarea_14",7,1,158,6,2015
"98138","Zona_18","Area_51","Sottoarea_115","Prodotto_1","2015-11-29",0,"Zona_18-Area_51-Sottoarea_115",29,1,333,11,2015
"18746","Zona_11","Area_29","Sottoarea_45","Prodotto_2","2015-04-21",1,"Zona_11-Area_29-Sottoarea_45",21,3,111,4,2015
"246039","Zona_9","Area_27","Sottoarea_61","Prodotto_1","2015-11-30",12,"Zona_9-Area_27-Sottoarea_61",30,2,334,11,2015
"79635","Zona_17","Area_46","Sottoarea_52","Prodotto_2","2015-04-10",3,"Zona_17-Area_46-Sottoarea_52",10,6,100,4,2015
"68792","Zona_16","Area_43","Sottoarea_47","Prodotto_2","2014-03-03",1,"Zona_16-Area_43-Sottoarea_47",3,2,62,3,2014
"172051","Zona_25","Area_61","Sottoarea_144","Prodotto_2","2015-10-23",6,"Zona_25-Area_61-Sottoarea_144",23,6,296,10,2015
"116398","Zona_2","Area_4","Sottoarea_19","Prodotto_2","2015-11-19",1,"Zona_2-Area_4-Sottoarea_19",19,5,323,11,2015
"70570","Zona_16","Area_43","Sottoarea_48","Prodotto_2","2014-04-10",0,"Zona_16-Area_43-Sottoarea_48",10,5,100,4,2014
"167350","Zona_25","Area_60","Sottoarea_26","Prodotto_1","2014-11-06",7,"Zona_25-Area_60-Sottoarea_26",6,5,310,11,2014
"138147","Zona_21","Area_59","Sottoarea_122","Prodotto_1","2015-11-18",4,"Zona_21-Area_59-Sottoarea_122",18,4,322,11,2015
"188191","Zona_3","Area_5","Sottoarea_31","Prodotto_1","2014-09-28",0,"Zona_3-Area_5-Sottoarea_31",28,1,271,9,2014
"102593","Zona_19","Area_52","Sottoarea_117","Prodotto_2","2016-03-13",0,"Zona_19-Area_52-Sottoarea_117",13,1,73,3,2016
"208193","Zona_5","Area_10","Sottoarea_97","Prodotto_2","2014-09-20",0,"Zona_5-Area_10-Sottoarea_97",20,7,263,9,2014
"29599","Zona_13","Area_33","Sottoarea_10","Prodotto_1","2014-01-19",2,"Zona_13-Area_33-Sottoarea_10",19,1,19,1,2014
"151220","Zona_22","Area_70","Sottoarea_136","Prodotto_2","2015-12-11",12,"Zona_22-Area_70-Sottoarea_136",11,6,345,12,2015
"233117","Zona_7","Area_18","Sottoarea_138","Prodotto_2","2016-04-06",1,"Zona_7-Area_18-Sottoarea_138",6,4,97,4,2016
"202501","Zona_4","Area_8","Sottoarea_39","Prodotto_1","2015-10-23",9,"Zona_4-Area_8-Sottoarea_39",23,6,296,10,2015
"24356","Zona_11","Area_30","Sottoarea_84","Prodotto_2","2016-05-15",1,"Zona_11-Area_30-Sottoarea_84",15,1,136,5,2016
"158550","Zona_23","Area_64","Sottoarea_127","Prodotto_1","2014-07-29",8,"Zona_23-Area_64-Sottoarea_127",29,3,210,7,2014
"44098","Zona_14","Area_36","Sottoarea_74","Prodotto_1","2015-08-21",4,"Zona_14-Area_36-Sottoarea_74",21,6,233,8,2015
"3519","Zona_1","Area_2","Sottoarea_7","Prodotto_1","2014-02-08",1,"Zona_1-Area_2-Sottoarea_7",8,7,39,2,2014
"95362","Zona_18","Area_50","Sottoarea_113","Prodotto_2","2015-06-16",4,"Zona_18-Area_50-Sottoarea_113",16,3,167,6,2015
"28101","Zona_12","Area_32","Sottoarea_140","Prodotto_1","2014-09-18",10,"Zona_12-Area_32-Sottoarea_140",18,5,261,9,2014
"30038","Zona_13","Area_33","Sottoarea_10","Prodotto_1","2015-04-03",4,"Zona_13-Area_33-Sottoarea_10",3,6,93,4,2015
"7854","Zona_10","Area_23","Sottoarea_22","Prodotto_2","2014-01-24",3,"Zona_10-Area_23-Sottoarea_22",24,6,24,1,2014
"233260","Zona_8","Area_19","Sottoarea_54","Prodotto_1","2014-04-10",4,"Zona_8-Area_19-Sottoarea_54",10,5,100,4,2014
"20522","Zona_11","Area_29","Sottoarea_46","Prodotto_2","2015-05-27",6,"Zona_11-Area_29-Sottoarea_46",27,4,147,5,2015
"64711","Zona_16","Area_42","Sottoarea_3","Prodotto_1","2014-11-27",1,"Zona_16-Area_42-Sottoarea_3",27,5,331,11,2014
"106300","Zona_19","Area_53","Sottoarea_120","Prodotto_1","2014-06-09",8,"Zona_19-Area_53-Sottoarea_120",9,2,160,6,2014
"29370","Zona_12","Area_32","Sottoarea_140","Prodotto_2","2015-10-22",7,"Zona_12-Area_32-Sottoarea_140",22,5,295,10,2015
"147696","Zona_22","Area_70","Sottoarea_134","Prodotto_2","2015-10-28",1,"Zona_22-Area_70-Sottoarea_134",28,4,301,10,2015
"135972","Zona_21","Area_59","Sottoarea_121","Prodotto_1","2014-09-09",7,"Zona_21-Area_59-Sottoarea_121",9,3,252,9,2014
"217063","Zona_6","Area_12","Sottoarea_24","Prodotto_2","2015-03-09",9,"Zona_6-Area_12-Sottoarea_24",9,2,68,3,2015
"32322","Zona_13","Area_33","Sottoarea_9","Prodotto_2","2014-05-12",1,"Zona_13-Area_33-Sottoarea_9",12,2,132,5,2014
"82928","Zona_17","Area_47","Sottoarea_101","Prodotto_2","2014-10-05",0,"Zona_17-Area_47-Sottoarea_101",5,1,278,10,2014
"35990","Zona_13","Area_34","Sottoarea_65","Prodotto_2","2014-11-16",0,"Zona_13-Area_34-Sottoarea_65",16,1,320,11,2014
"225431","Zona_7","Area_15","Sottoarea_21","Prodotto_2","2014-04-11",2,"Zona_7-Area_15-Sottoarea_21",11,6,101,4,2014
"139380","Zona_22","Area_68","Sottoarea_11","Prodotto_1","2014-06-29",1,"Zona_22-Area_68-Sottoarea_11",29,1,180,6,2014
"123528","Zona_20","Area_55","Sottoarea_68","Prodotto_2","2016-05-07",1,"Zona_20-Area_55-Sottoarea_68",7,7,128,5,2016
"137094","Zona_21","Area_59","Sottoarea_121","Prodotto_2","2015-05-19",5,"Zona_21-Area_59-Sottoarea_121",19,3,139,5,2015
"51936","Zona_14","Area_38","Sottoarea_78","Prodotto_2","2015-08-29",0,"Zona_14-Area_38-Sottoarea_78",29,7,241,8,2015
"151966","Zona_23","Area_62","Sottoarea_123","Prodotto_1","2015-08-09",0,"Zona_23-Area_62-Sottoarea_123",9,1,221,8,2015
"205257","Zona_4","Area_8","Sottoarea_40","Prodotto_2","2016-03-17",7,"Zona_4-Area_8-Sottoarea_40",17,5,77,3,2016
"49771","Zona_14","Area_38","Sottoarea_77","Prodotto_2","2014-06-30",2,"Zona_14-Area_38-Sottoarea_77",30,2,181,6,2014
"156038","Zona_23","Area_63","Sottoarea_125","Prodotto_2","2014-11-04",4,"Zona_23-Area_63-Sottoarea_125",4,3,308,11,2014
"106124","Zona_19","Area_53","Sottoarea_119","Prodotto_2","2016-05-03",1,"Zona_19-Area_53-Sottoarea_119",3,3,124,5,2016
"134863","Zona_21","Area_58","Sottoarea_95","Prodotto_2","2014-01-13",1,"Zona_21-Area_58-Sottoarea_95",13,2,13,1,2014
"51906","Zona_14","Area_38","Sottoarea_78","Prodotto_2","2015-07-30",0,"Zona_14-Area_38-Sottoarea_78",30,5,211,7,2015
"236321","Zona_8","Area_19","Sottoarea_55","Prodotto_2","2015-07-05",0,"Zona_8-Area_19-Sottoarea_55",5,1,186,7,2015
"123259","Zona_20","Area_55","Sottoarea_68","Prodotto_2","2015-08-12",2,"Zona_20-Area_55-Sottoarea_68",12,4,224,8,2015
"101539","Zona_19","Area_52","Sottoarea_117","Prodotto_1","2015-09-11",1,"Zona_19-Area_52-Sottoarea_117",11,6,254,9,2015
"235199","Zona_8","Area_19","Sottoarea_55","Prodotto_1","2014-10-26",1,"Zona_8-Area_19-Sottoarea_55",26,1,299,10,2014
"63758","Zona_15","Area_41","Sottoarea_90","Prodotto_2","2014-09-05",3,"Zona_15-Area_41-Sottoarea_90",5,6,248,9,2014
"11504","Zona_10","Area_24","Sottoarea_28","Prodotto_2","2014-07-13",0,"Zona_10-Area_24-Sottoarea_28",13,1,194,7,2014
"80872","Zona_17","Area_46","Sottoarea_53","Prodotto_1","2016-04-11",8,"Zona_17-Area_46-Sottoarea_53",11,2,102,4,2016
"91124","Zona_18","Area_49","Sottoarea_111","Prodotto_1","2015-10-06",14,"Zona_18-Area_49-Sottoarea_111",6,3,279,10,2015
"100828","Zona_19","Area_52","Sottoarea_116","Prodotto_2","2016-02-17",1,"Zona_19-Area_52-Sottoarea_116",17,4,48,2,2016
"13863","Zona_10","Area_25","Sottoarea_29","Prodotto_2","2016-03-23",6,"Zona_10-Area_25-Sottoarea_29",23,4,83,3,2016
"156694","Zona_23","Area_63","Sottoarea_126","Prodotto_1","2014-04-04",4,"Zona_23-Area_63-Sottoarea_126",4,6,94,4,2014
"154718","Zona_23","Area_62","Sottoarea_124","Prodotto_2","2015-12-29",3,"Zona_23-Area_62-Sottoarea_124",29,3,363,12,2015
"22213","Zona_11","Area_30","Sottoarea_83","Prodotto_2","2015-04-08",5,"Zona_11-Area_30-Sottoarea_83",8,4,98,4,2015
"61113","Zona_15","Area_41","Sottoarea_89","Prodotto_1","2014-08-01",2,"Zona_15-Area_41-Sottoarea_89",1,6,213,8,2014
"224683","Zona_7","Area_15","Sottoarea_21","Prodotto_1","2014-08-11",2,"Zona_7-Area_15-Sottoarea_21",11,2,223,8,2014
"51097","Zona_14","Area_38","Sottoarea_78","Prodotto_1","2015-09-29",1,"Zona_14-Area_38-Sottoarea_78",29,3,272,9,2015
"207953","Zona_5","Area_10","Sottoarea_97","Prodotto_2","2014-01-23",0,"Zona_5-Area_10-Sottoarea_97",23,5,23,1,2014
"178062","Zona_27","Area_72","Sottoarea_93","Prodotto_1","2015-08-05",2,"Zona_27-Area_72-Sottoarea_93",5,4,217,8,2015
"5896","Zona_1","Area_2","Sottoarea_8","Prodotto_1","2015-11-07",4,"Zona_1-Area_2-Sottoarea_8",7,7,311,11,2015
"88885","Zona_18","Area_49","Sottoarea_110","Prodotto_1","2014-05-25",0,"Zona_18-Area_49-Sottoarea_110",25,1,145,5,2014
"88841","Zona_18","Area_49","Sottoarea_110","Prodotto_1","2014-04-11",3,"Zona_18-Area_49-Sottoarea_110",11,6,101,4,2014
"177855","Zona_27","Area_72","Sottoarea_93","Prodotto_1","2015-01-10",1,"Zona_27-Area_72-Sottoarea_93",10,7,10,1,2015
"14735","Zona_10","Area_26","Sottoarea_66","Prodotto_1","2016-03-25",7,"Zona_10-Area_26-Sottoarea_66",25,6,85,3,2016
"167284","Zona_25","Area_60","Sottoarea_26","Prodotto_1","2014-09-01",4,"Zona_25-Area_60-Sottoarea_26",1,2,244,9,2014
"29058","Zona_12","Area_32","Sottoarea_140","Prodotto_2","2014-12-14",1,"Zona_12-Area_32-Sottoarea_140",14,1,348,12,2014
"94752","Zona_18","Area_50","Sottoarea_113","Prodotto_1","2016-03-02",12,"Zona_18-Area_50-Sottoarea_113",2,4,62,3,2016
"101547","Zona_19","Area_52","Sottoarea_117","Prodotto_1","2015-09-19",0,"Zona_19-Area_52-Sottoarea_117",19,7,262,9,2015
"171889","Zona_25","Area_61","Sottoarea_144","Prodotto_2","2015-05-14",6,"Zona_25-Area_61-Sottoarea_144",14,5,134,5,2015
"6652","Zona_1","Area_2","Sottoarea_8","Prodotto_2","2015-07-16",4,"Zona_1-Area_2-Sottoarea_8",16,5,197,7,2015
"183079","Zona_27","Area_73","Sottoarea_143","Prodotto_1","2015-01-14",3,"Zona_27-Area_73-Sottoarea_143",14,4,14,1,2015
"3530","Zona_1","Area_2","Sottoarea_7","Prodotto_1","2014-02-19",4,"Zona_1-Area_2-Sottoarea_7",19,4,50,2,2014
"173370","Zona_26","Area_71","Sottoarea_98","Prodotto_2","2014-08-28",1,"Zona_26-Area_71-Sottoarea_98",28,5,240,8,2014
"101988","Zona_19","Area_52","Sottoarea_117","Prodotto_2","2014-07-17",1,"Zona_19-Area_52-Sottoarea_117",17,5,198,7,2014
"135454","Zona_21","Area_58","Sottoarea_95","Prodotto_2","2015-08-27",1,"Zona_21-Area_58-Sottoarea_95",27,5,239,8,2015
"238939","Zona_8","Area_20","Sottoarea_57","Prodotto_1","2015-07-13",9,"Zona_8-Area_20-Sottoarea_57",13,2,194,7,2015
"81633","Zona_17","Area_46","Sottoarea_53","Prodotto_2","2015-12-24",4,"Zona_17-Area_46-Sottoarea_53",24,5,358,12,2015
"116757","Zona_2","Area_4","Sottoarea_20","Prodotto_1","2014-06-26",0,"Zona_2-Area_4-Sottoarea_20",26,5,177,6,2014
"228287","Zona_7","Area_17","Sottoarea_139","Prodotto_1","2014-12-13",3,"Zona_7-Area_17-Sottoarea_139",13,7,347,12,2014
"19583","Zona_11","Area_29","Sottoarea_46","Prodotto_1","2015-03-19",6,"Zona_11-Area_29-Sottoarea_46",19,5,78,3,2015
"42132","Zona_14","Area_36","Sottoarea_73","Prodotto_1","2015-01-07",4,"Zona_14-Area_36-Sottoarea_73",7,4,7,1,2015
"95191","Zona_18","Area_50","Sottoarea_113","Prodotto_2","2014-12-27",0,"Zona_18-Area_50-Sottoarea_113",27,7,361,12,2014
"84501","Zona_17","Area_47","Sottoarea_102","Prodotto_2","2014-04-21",1,"Zona_17-Area_47-Sottoarea_102",21,2,111,4,2014
"67037","Zona_16","Area_42","Sottoarea_4","Prodotto_2","2014-02-16",0,"Zona_16-Area_42-Sottoarea_4",16,1,47,2,2014
"29495","Zona_12","Area_32","Sottoarea_140","Prodotto_2","2016-02-24",5,"Zona_12-Area_32-Sottoarea_140",24,4,55,2,2016
"15553","Zona_10","Area_26","Sottoarea_66","Prodotto_2","2016-02-02",2,"Zona_10-Area_26-Sottoarea_66",2,3,33,2,2016
"98758","Zona_18","Area_51","Sottoarea_115","Prodotto_2","2015-03-24",1,"Zona_18-Area_51-Sottoarea_115",24,3,83,3,2015
"227724","Zona_7","Area_16","Sottoarea_100","Prodotto_2","2015-10-16",5,"Zona_7-Area_16-Sottoarea_100",16,6,289,10,2015
"200027","Zona_4","Area_7","Sottoarea_37","Prodotto_2","2016-03-07",4,"Zona_4-Area_7-Sottoarea_37",7,2,67,3,2016
"100566","Zona_19","Area_52","Sottoarea_116","Prodotto_2","2015-05-31",0,"Zona_19-Area_52-Sottoarea_116",31,1,151,5,2015
"151106","Zona_22","Area_70","Sottoarea_136","Prodotto_2","2015-08-19",0,"Zona_22-Area_70-Sottoarea_136",19,4,231,8,2015
"172199","Zona_25","Area_61","Sottoarea_144","Prodotto_2","2016-03-19",2,"Zona_25-Area_61-Sottoarea_144",19,7,79,3,2016
"233764","Zona_8","Area_19","Sottoarea_54","Prodotto_1","2015-08-27",3,"Zona_8-Area_19-Sottoarea_54",27,5,239,8,2015
"139260","Zona_22","Area_68","Sottoarea_11","Prodotto_1","2014-03-01",1,"Zona_22-Area_68-Sottoarea_11",1,7,60,3,2014
"121493","Zona_20","Area_54","Sottoarea_42","Prodotto_2","2015-07-17",5,"Zona_20-Area_54-Sottoarea_42",17,6,198,7,2015
"52335","Zona_14","Area_38","Sottoarea_79","Prodotto_1","2014-05-15",4,"Zona_14-Area_38-Sottoarea_79",15,5,135,5,2014
"127830","Zona_20","Area_56","Sottoarea_104","Prodotto_1","2016-03-20",0,"Zona_20-Area_56-Sottoarea_104",20,1,80,3,2016
"35922","Zona_13","Area_34","Sottoarea_65","Prodotto_2","2014-09-09",0,"Zona_13-Area_34-Sottoarea_65",9,3,252,9,2014
"238690","Zona_8","Area_20","Sottoarea_57","Prodotto_1","2014-11-06",10,"Zona_8-Area_20-Sottoarea_57",6,5,310,11,2014
"116065","Zona_2","Area_4","Sottoarea_19","Prodotto_2","2014-12-21",0,"Zona_2-Area_4-Sottoarea_19",21,1,355,12,2014
"181551","Zona_27","Area_73","Sottoarea_142","Prodotto_1","2015-08-14",4,"Zona_27-Area_73-Sottoarea_142",14,6,226,8,2015
"189181","Zona_3","Area_5","Sottoarea_31","Prodotto_2","2015-01-26",4,"Zona_3-Area_5-Sottoarea_31",26,2,26,1,2015
"212722","Zona_5","Area_9","Sottoarea_81","Prodotto_1","2015-03-18",6,"Zona_5-Area_9-Sottoarea_81",18,4,77,3,2015
"140324","Zona_22","Area_68","Sottoarea_11","Prodotto_2","2014-09-11",1,"Zona_22-Area_68-Sottoarea_11",11,5,254,9,2014
"69472","Zona_16","Area_43","Sottoarea_47","Prodotto_2","2016-01-12",2,"Zona_16-Area_43-Sottoarea_47",12,3,12,1,2016
"22435","Zona_11","Area_30","Sottoarea_83","Prodotto_2","2015-11-16",2,"Zona_11-Area_30-Sottoarea_83",16,2,320,11,2015
"106069","Zona_19","Area_53","Sottoarea_119","Prodotto_2","2016-03-09",0,"Zona_19-Area_53-Sottoarea_119",9,4,69,3,2016
"165638","Zona_24","Area_67","Sottoarea_131","Prodotto_1","2014-12-04",8,"Zona_24-Area_67-Sottoarea_131",4,5,338,12,2014
"204739","Zona_4","Area_8","Sottoarea_40","Prodotto_2","2014-10-16",4,"Zona_4-Area_8-Sottoarea_40",16,5,289,10,2014
"216594","Zona_6","Area_12","Sottoarea_24","Prodotto_1","2016-04-13",11,"Zona_6-Area_12-Sottoarea_24",13,4,104,4,2016
"112447","Zona_2","Area_4","Sottoarea_17","Prodotto_2","2014-08-05",0,"Zona_2-Area_4-Sottoarea_17",5,3,217,8,2014
"184741","Zona_27","Area_74","Sottoarea_145","Prodotto_1","2014-10-28",10,"Zona_27-Area_74-Sottoarea_145",28,3,301,10,2014
"83745","Zona_17","Area_47","Sottoarea_102","Prodotto_1","2014-08-13",4,"Zona_17-Area_47-Sottoarea_102",13,4,225,8,2014
"89101","Zona_18","Area_49","Sottoarea_110","Prodotto_1","2014-12-27",0,"Zona_18-Area_49-Sottoarea_110",27,7,361,12,2014
"147009","Zona_22","Area_70","Sottoarea_134","Prodotto_1","2016-04-28",2,"Zona_22-Area_70-Sottoarea_134",28,5,119,4,2016
"227279","Zona_7","Area_16","Sottoarea_100","Prodotto_2","2014-07-28",2,"Zona_7-Area_16-Sottoarea_100",28,2,209,7,2014
"33638","Zona_13","Area_34","Sottoarea_64","Prodotto_1","2015-08-01",3,"Zona_13-Area_34-Sottoarea_64",1,7,213,8,2015
"243268","Zona_8","Area_21","Sottoarea_59","Prodotto_2","2015-06-22",2,"Zona_8-Area_21-Sottoarea_59",22,2,173,6,2015
"154284","Zona_23","Area_62","Sottoarea_124","Prodotto_2","2014-10-21",3,"Zona_23-Area_62-Sottoarea_124",21,3,294,10,2014
"164224","Zona_24","Area_66","Sottoarea_130","Prodotto_1","2015-10-26",14,"Zona_24-Area_66-Sottoarea_130",26,2,299,10,2015
"70744","Zona_16","Area_43","Sottoarea_48","Prodotto_2","2014-10-01",1,"Zona_16-Area_43-Sottoarea_48",1,4,274,10,2014
"118844","Zona_20","Area_54","Sottoarea_41","Prodotto_1","2015-06-08",9,"Zona_20-Area_54-Sottoarea_41",8,2,159,6,2015
"100928","Zona_19","Area_52","Sottoarea_117","Prodotto_1","2014-01-08",0,"Zona_19-Area_52-Sottoarea_117",8,4,8,1,2014
"77225","Zona_17","Area_45","Sottoarea_14","Prodotto_1","2015-10-27",2,"Zona_17-Area_45-Sottoarea_14",27,3,300,10,2015
"219805","Zona_6","Area_13","Sottoarea_50","Prodotto_1","2015-07-19",0,"Zona_6-Area_13-Sottoarea_50",19,1,200,7,2015
"175347","Zona_26","Area_71","Sottoarea_99","Prodotto_2","2015-04-22",2,"Zona_26-Area_71-Sottoarea_99",22,4,112,4,2015
"183366","Zona_27","Area_73","Sottoarea_143","Prodotto_1","2015-10-28",4,"Zona_27-Area_73-Sottoarea_143",28,4,301,10,2015
"236890","Zona_8","Area_20","Sottoarea_56","Prodotto_1","2014-09-07",0,"Zona_8-Area_20-Sottoarea_56",7,1,250,9,2014
"159498","Zona_23","Area_64","Sottoarea_127","Prodotto_2","2014-10-15",2,"Zona_23-Area_64-Sottoarea_127",15,4,288,10,2014
"198495","Zona_4","Area_7","Sottoarea_37","Prodotto_1","2014-05-15",6,"Zona_4-Area_7-Sottoarea_37",15,5,135,5,2014
"224850","Zona_7","Area_15","Sottoarea_21","Prodotto_1","2015-01-25",0,"Zona_7-Area_15-Sottoarea_21",25,1,25,1,2015
"56369","Zona_15","Area_39","Sottoarea_86","Prodotto_1","2015-11-20",8,"Zona_15-Area_39-Sottoarea_86",20,6,324,11,2015
"117609","Zona_2","Area_4","Sottoarea_20","Prodotto_2","2014-06-08",0,"Zona_2-Area_4-Sottoarea_20",8,1,159,6,2014
"50989","Zona_14","Area_38","Sottoarea_78","Prodotto_1","2015-06-13",0,"Zona_14-Area_38-Sottoarea_78",13,7,164,6,2015
"201110","Zona_4","Area_8","Sottoarea_38","Prodotto_2","2014-05-20",1,"Zona_4-Area_8-Sottoarea_38",20,3,140,5,2014
"169007","Zona_25","Area_60","Sottoarea_27","Prodotto_1","2014-08-15",1,"Zona_25-Area_60-Sottoarea_27",15,6,227,8,2014
"106550","Zona_19","Area_53","Sottoarea_120","Prodotto_1","2015-02-14",6,"Zona_19-Area_53-Sottoarea_120",14,7,45,2,2015
"228127","Zona_7","Area_17","Sottoarea_139","Prodotto_1","2014-07-06",0,"Zona_7-Area_17-Sottoarea_139",6,1,187,7,2014
"3993","Zona_1","Area_2","Sottoarea_7","Prodotto_1","2015-05-28",2,"Zona_1-Area_2-Sottoarea_7",28,5,148,5,2015
"234794","Zona_8","Area_19","Sottoarea_54","Prodotto_2","2016-02-03",1,"Zona_8-Area_19-Sottoarea_54",3,4,34,2,2016
"199541","Zona_4","Area_7","Sottoarea_37","Prodotto_2","2014-11-07",2,"Zona_4-Area_7-Sottoarea_37",7,6,311,11,2014
"30866","Zona_13","Area_33","Sottoarea_10","Prodotto_2","2015-02-20",3,"Zona_13-Area_33-Sottoarea_10",20,6,51,2,2015
"47263","Zona_14","Area_37","Sottoarea_76","Prodotto_1","2014-10-10",9,"Zona_14-Area_37-Sottoarea_76",10,6,283,10,2014
"29420","Zona_12","Area_32","Sottoarea_140","Prodotto_2","2015-12-11",3,"Zona_12-Area_32-Sottoarea_140",11,6,345,12,2015
"198254","Zona_4","Area_7","Sottoarea_36","Prodotto_2","2016-02-03",3,"Zona_4-Area_7-Sottoarea_36",3,4,34,2,2016
"60515","Zona_15","Area_40","Sottoarea_88","Prodotto_2","2015-04-30",14,"Zona_15-Area_40-Sottoarea_88",30,5,120,4,2015
"218239","Zona_6","Area_12","Sottoarea_25","Prodotto_1","2016-01-09",2,"Zona_6-Area_12-Sottoarea_25",9,7,9,1,2016
"146371","Zona_22","Area_70","Sottoarea_134","Prodotto_1","2014-07-30",2,"Zona_22-Area_70-Sottoarea_134",30,4,211,7,2014
"233379","Zona_8","Area_19","Sottoarea_54","Prodotto_1","2014-08-07",2,"Zona_8-Area_19-Sottoarea_54",7,5,219,8,2014
"61162","Zona_15","Area_41","Sottoarea_89","Prodotto_1","2014-09-19",3,"Zona_15-Area_41-Sottoarea_89",19,6,262,9,2014
"113420","Zona_2","Area_4","Sottoarea_18","Prodotto_1","2014-11-16",1,"Zona_2-Area_4-Sottoarea_18",16,1,320,11,2014
"132798","Zona_21","Area_58","Sottoarea_94","Prodotto_1","2015-07-12",1,"Zona_21-Area_58-Sottoarea_94",12,1,193,7,2015
"107173","Zona_19","Area_53","Sottoarea_120","Prodotto_2","2014-06-12",3,"Zona_19-Area_53-Sottoarea_120",12,5,163,6,2014
"32156","Zona_13","Area_33","Sottoarea_9","Prodotto_1","2016-04-15",6,"Zona_13-Area_33-Sottoarea_9",15,6,106,4,2016
"227937","Zona_7","Area_16","Sottoarea_100","Prodotto_2","2016-05-16",3,"Zona_7-Area_16-Sottoarea_100",16,2,137,5,2016
"149669","Zona_22","Area_70","Sottoarea_136","Prodotto_1","2014-01-29",1,"Zona_22-Area_70-Sottoarea_136",29,4,29,1,2014
"63270","Zona_15","Area_41","Sottoarea_90","Prodotto_1","2015-09-22",15,"Zona_15-Area_41-Sottoarea_90",22,3,265,9,2015
"66864","Zona_16","Area_42","Sottoarea_4","Prodotto_1","2016-01-14",7,"Zona_16-Area_42-Sottoarea_4",14,5,14,1,2016
"120004","Zona_20","Area_54","Sottoarea_41","Prodotto_2","2016-03-24",4,"Zona_20-Area_54-Sottoarea_41",24,5,84,3,2016
"139662","Zona_22","Area_68","Sottoarea_11","Prodotto_1","2015-04-07",5,"Zona_22-Area_68-Sottoarea_11",7,3,97,4,2015
"32422","Zona_13","Area_33","Sottoarea_9","Prodotto_2","2014-08-20",2,"Zona_13-Area_33-Sottoarea_9",20,4,232,8,2014
"240658","Zona_8","Area_21","Sottoarea_58","Prodotto_1","2015-06-22",8,"Zona_8-Area_21-Sottoarea_58",22,2,173,6,2015
"122273","Zona_20","Area_55","Sottoarea_68","Prodotto_1","2015-04-18",1,"Zona_20-Area_55-Sottoarea_68",18,7,108,4,2015
"153411","Zona_23","Area_62","Sottoarea_124","Prodotto_1","2014-10-18",3,"Zona_23-Area_62-Sottoarea_124",18,7,291,10,2014
"119975","Zona_20","Area_54","Sottoarea_41","Prodotto_2","2016-02-24",2,"Zona_20-Area_54-Sottoarea_41",24,4,55,2,2016
"171098","Zona_25","Area_61","Sottoarea_144","Prodotto_1","2015-08-01",4,"Zona_25-Area_61-Sottoarea_144",1,7,213,8,2015
"144880","Zona_22","Area_69","Sottoarea_133","Prodotto_1","2015-04-05",1,"Zona_22-Area_69-Sottoarea_133",5,1,95,4,2015
"170668","Zona_25","Area_61","Sottoarea_144","Prodotto_1","2014-05-28",13,"Zona_25-Area_61-Sottoarea_144",28,4,148,5,2014
"89561","Zona_18","Area_49","Sottoarea_110","Prodotto_1","2016-03-31",3,"Zona_18-Area_49-Sottoarea_110",31,5,91,3,2016
"121708","Zona_20","Area_54","Sottoarea_42","Prodotto_2","2016-02-17",5,"Zona_20-Area_54-Sottoarea_42",17,4,48,2,2016
"240269","Zona_8","Area_21","Sottoarea_58","Prodotto_1","2014-05-29",7,"Zona_8-Area_21-Sottoarea_58",29,5,149,5,2014
"205058","Zona_4","Area_8","Sottoarea_40","Prodotto_2","2015-08-31",1,"Zona_4-Area_8-Sottoarea_40",31,2,243,8,2015
"50093","Zona_14","Area_38","Sottoarea_77","Prodotto_2","2015-05-18",3,"Zona_14-Area_38-Sottoarea_77",18,2,138,5,2015
"207609","Zona_5","Area_10","Sottoarea_97","Prodotto_1","2015-07-03",3,"Zona_5-Area_10-Sottoarea_97",3,6,184,7,2015
"185095","Zona_27","Area_74","Sottoarea_145","Prodotto_1","2015-10-17",5,"Zona_27-Area_74-Sottoarea_145",17,7,290,10,2015
"1140","Zona_1","Area_1","Sottoarea_5","Prodotto_2","2014-09-27",1,"Zona_1-Area_1-Sottoarea_5",27,7,270,9,2014
"198163","Zona_4","Area_7","Sottoarea_36","Prodotto_2","2015-11-04",3,"Zona_4-Area_7-Sottoarea_36",4,4,308,11,2015
"101812","Zona_19","Area_52","Sottoarea_117","Prodotto_2","2014-01-22",1,"Zona_19-Area_52-Sottoarea_117",22,4,22,1,2014
"166825","Zona_24","Area_67","Sottoarea_131","Prodotto_2","2015-10-17",2,"Zona_24-Area_67-Sottoarea_131",17,7,290,10,2015
